Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UPSRTC - RBL0031,Ordinary Non AC Seater 2+3,05:30,11:30,06h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0035,Ordinary Non AC Seater 2+3,05:50,10:50,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0039,Ordinary Non AC Seater 2+3,06:10,11:10,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0009,Shatabdi AC Seater 2+2,06:20,10:50,04h 30m,458.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - RBL0043,Ordinary Non AC Seater 2+3,06:30,11:30,05h 00m,310.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0003,Janrath AC Seater 2+2,06:40,11:10,04h 30m,458.0,34 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - ALM0046,Volvo AC Seater 2+2,07:01,11:00,03h 59m,658.0,37 Seats available,4.2,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0005,Janrath AC Seater 2+3,07:20,11:50,04h 30m,396.0,48 Seats available,3.8,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
Snemita Parisheba(Santosh),AC Seater (2+3),11:30,16:20,04h 50m,352.0,16 Seats available,3.1,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
City Express,AC Seater (2+3),11:35,16:56,05h 21m,320.0,26 Seats available,3.6,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Snemita Paribahan,AC Seater (2+3),11:35,17:10,05h 35m,320.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Satya Paribahan,A/C Executive (2+3),11:50,17:30,05h 40m,320.0,27 Seats available,3.4,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Ankita Paribahan,AC Seater (2+3),13:40,18:40,05h 00m,420.0,31 Seats available,3.3,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
SANTOSH BUS SERVICE,A/C Seater (2+3),11:25,16:30,29h 05m,315.0,24 Seats available,0.0,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Ankita Paribahan,Non AC Seater (2+3),11:50,17:30,05h 40m,400.0,31 Seats available,2.2,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Rudraksha City Service,A/C Seater (2+3),13:00,18:26,05h 26m,370.0,60 Seats available,1.9,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Aradhana Bus Service,Non AC Seater (2+3),16:50,23:30,06h 40m,350.0,54 Seats available,2.1,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,23:55,05h 20m,463.0,20 Seats available,1.1,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),02:00,06:00,04h 00m,463.0,25 Seats available,4.0,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Pammi Travels,Non A/C Seater / Sleeper (2+1),02:00,06:00,04h 00m,650.0,29 Seats available,3.7,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),06:10,09:20,03h 10m,486.0,15 Seats available,4.6,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),06:20,09:30,03h 10m,486.0,26 Seats available,4.4,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),06:30,09:45,03h 15m,486.0,21 Seats available,4.2,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line,Volvo 9600 A/C Seater (2+2),06:50,10:00,03h 10m,486.0,36 Seats available,4.3,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),07:00,10:15,03h 15m,486.0,29 Seats available,4.3,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:15,10:30,03h 15m,486.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),07:40,10:55,03h 15m,486.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C Seater (2+2),07:50,11:50,04h 00m,486.0,27 Seats available,4.5,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45,18:15,04h 30m,299.0,50 Seats available,4.5,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Express Line,Volvo 9600 A/C Seater (2+2),10:25,15:20,04h 55m,299.0,6 Seats available,4.4,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Greenline,Volvo A/C Seater (2+2),13:40,18:25,04h 45m,300.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo B11R Multi Axle Seater (2+2),13:45,18:55,05h 10m,300.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Mayuri Express,AC Seater (2+2),10:30,15:30,05h 00m,300.0,42 Seats available,4.0,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Mayuri Express,A/C Seater (2+3),11:15,16:00,04h 45m,260.0,60 Seats available,4.1,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),09:50,15:20,05h 30m,300.0,6 Seats available,4.0,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Monikanchan Bus Service,A/C Seater (2+3),13:30,17:45,04h 15m,375.0,49 Seats available,4.0,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Maa Chandi Travels,A/C Seater / Sleeper (2+2),12:35,17:15,04h 40m,360.0,19 Seats available,3.3,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Sneha Gold Bus Service,A/C Seater (2+3),16:30,21:30,05h 00m,300.0,20 Seats available,4.6,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),07:30,11:55,04h 25m,349.0,36 Seats available,4.6,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),23:30,04:30,05h 00m,400.0,46 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Greenline,Volvo A/C Seater (2+2),06:45,11:45,05h 00m,350.0,23 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
AdSagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),22:10,05:40,07h 30m,347.0,35 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Shyamoli Paribahan Pvt Ltd,Volvo B11R Multi Axle Seater (2+2),08:15,12:45,04h 30m,400.0,14 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Express Line,Volvo 9600 A/C Seater (2+2),23:45,04:45,05h 00m,329.0,49 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Jay Baba Bhutnath,A/C Seater (2+3),08:30,13:00,04h 30m,297.0,25 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
AdSagufta Travels (Bhorpet Travels),AC Seater (2+2),23:55,04:35,04h 40m,347.0,24 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Mayuri Express,AC Seater (2+2),23:15,04:30,05h 15m,400.0,29 Seats available,4.2,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Snemita Paribahan,AC Seater (2+3),06:00,10:20,04h 20m,320.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Aradhana Travels,Non AC Seater (2+3),01:00,07:00,06h 00m,463.0,10 Seats available,3.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Snemita Paribahan,AC Seater (2+3),05:35,10:20,04h 45m,320.0,13 Seats available,3.5,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
City Express,AC Seater (2+3),05:35,10:20,04h 45m,320.0,26 Seats available,3.2,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Satya Paribahan,A/C Seater (2+3),05:40,11:35,05h 55m,300.0,20 Seats available,3.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Aradhana Bus Service,Non AC Seater (2+3),00:40,05:55,05h 15m,350.0,54 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Aradhana Bus Service,A/C Seater / Sleeper (2+2),02:00,07:35,05h 35m,400.0,61 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Aradhana Bus Service,A/C Seater / Sleeper (2+2),02:30,07:40,05h 10m,500.0,37 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Ankita Paribahan,AC Seater (2+3),05:15,10:00,04h 45m,420.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Ankita Paribahan (Satya),A/C Seater Push Back (2+3),05:40,11:35,05h 55m,320.0,21 Seats available,2.7,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Snemita Parisheba,AC Seater (2+3),05:50,10:20,04h 30m,304.0,21 Seats available,1.0,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
SANTOSH BUS SERVICE,A/C Seater (2+3),05:55,10:20,04h 25m,320.0,40 Seats available,0.0,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Satya Paribahan,A/C Executive (2+3),06:00,10:00,04h 00m,320.0,61 Seats available,1.7,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Rudraksha City Service,A/C Seater (2+3),07:00,12:20,05h 20m,450.0,60 Seats available,2.8,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
Aradhana Travels,A/C Seater / Sleeper (2+2),02:30,08:00,05h 30m,555.0,72 Seats available,3.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
The Joy Ride,A/C Seater / Sleeper (2+2),01:05,07:00,05h 55m,650.0,33 Seats available,2.2,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,Barasat (West Bengal) to Digha
City Express,AC Seater (2+3),05:35,09:20,03h 45m,320.0,26 Seats available,3.3,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,Barasat (West Bengal) to Contai (Kanthi)
Snemita Parisheba,AC Seater (2+3),05:50,09:30,03h 40m,304.0,21 Seats available,2.9,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,Barasat (West Bengal) to Contai (Kanthi)
SANTOSH BUS SERVICE,A/C Seater (2+3),05:55,09:30,03h 35m,320.0,40 Seats available,0.0,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,Barasat (West Bengal) to Contai (Kanthi)
Aradhana Bus Service,A/C Seater / Sleeper (2+2),02:00,06:00,04h 00m,580.0,61 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,Barasat (West Bengal) to Contai (Kanthi)
Aradhana Bus Service,A/C Seater / Sleeper (2+2),02:30,06:00,03h 30m,500.0,37 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,Barasat (West Bengal) to Contai (Kanthi)
Aradhana Bus Service,Non AC Seater (2+3),00:40,05:00,04h 20m,350.0,54 Seats available,2.4,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,Barasat (West Bengal) to Contai (Kanthi)
